1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),"CANDIDATE NAME (Last, First)",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",FOOTNOTES,
1747,Indiana,IN,4,H0IN04196,,Eric L. ,Wathen,"Wathen, Eric L. ",,REP,5493,6.39%,,,,,,,,
1748,Indiana,IN,4,H8IN04116,,LaRon,Keith,"Keith, LaRon",,REP,3549,4.13%,,,,,,,,
1749,Indiana,IN,4,H0IN04220,,Charles E. ,Henderson,"Henderson, Charles E. ",,REP,3531,4.11%,,,,,,,,
1750,Indiana,IN,4,H0IN04212,,Jon,Acton,"Acton, Jon",,REP,3444,4.01%,,,,,,,,
1751,Indiana,IN,4,H0IN04253 ,,Cheryl Denise,Allen,"Allen, Cheryl Denise",,REP,2972,3.46%,,,,,,,,
1752,Indiana,IN,4,H4IN04156,,Mike,Campbell,"Campbell, Mike",,REP,2407,2.80%,,,,,,,,
1753,Indiana,IN,4,H0IN04261,,James T. (Jim),Hass,"Hass, James T. (Jim)",,REP,2161,2.51%,,,,,,,,
1754,Indiana,IN,4,H0IN04287,,Phillip J. (PJ),Steffen,"Steffen, Phillip J. (PJ)",,REP,1737,2.02%,,,,,,,,
1755,Indiana,IN,4,H0IN04279,,Mark ,Seitz,"Seitz, Mark ",,REP,1562,1.82%,,,,,,,,
1756,Indiana,IN,4,H0IN04162,,Daniel L.,Dunham,"Dunham, Daniel L.",,REP,981,1.14%,,,,,,,,
1758,Indiana,IN,4,H4IN04149,,David,Sanders,"Sanders, David",,DEM,7615,51.55%,,,53167,26.28%,,,,
1759,Indiana,IN,4,H0IN04238,,Tara E.,Nelson,"Nelson, Tara E.",,DEM,4253,28.79%,,,,,,,,
1760,Indiana,IN,4,H0IN04246,,Mark  ,Powell,"Powell, Mark  ",,DEM,2905,19.66%,,,,,,,,
1762,Indiana,IN,4,H0IN04295 ,,John ,Duncan,"Duncan, John ",,LIB,*,,,,10423,5.15%,,,"*  The Libertarian Party nominated by convention on April 24, 2010.  Convention nominees are noted with an asterisk.",
1765,Indiana,IN,5,H2IN06023,(I),Dan,Burton,"Burton, Dan",,REP,32769,29.67%,,,146899,62.14%,,,,
1766,Indiana,IN,5,H0IN02125,,Luke,Messer,"Messer, Luke",,REP,30502,27.62%,,,,,,,,
1767,Indiana,IN,5,H8IN05097,,John,McGoff,"McGoff, John",,REP,20679,18.72%,,,,,,,,
1768,Indiana,IN,5,H0IN05102,,Michael B.,Murphy,"Murphy, Michael B.",,REP,9805,8.88%,,,,,,,,
1769,Indiana,IN,5,H0IN05086,,Brose,McVey,"McVey, Brose",,REP,9372,8.49%,,,,,,,,
1770,Indiana,IN,5,H0IN05136,,Andy,Lyons,"Lyons, Andy",,REP,3964,3.59%,,,,,,,,
1771,Indiana,IN,5,H0IN05144,,Ann B.,Adcook,"Adcook, Ann B.",,REP,3352,3.04%,,,,,,,,
1773,Indiana,IN,5,H0IN05151,,Tim,Crawford,"Crawford, Tim",,DEM,9937,60.88%,,,60024,25.39%,,,,
1774,Indiana,IN,5,H0IN05128,,Nasser,Hanna,"Hanna, Nasser",,DEM,6386,39.12%,,,,,,,,
1776,Indiana,IN,5,H0IN05169,,Richard (Chard),Reid,"Reid, Richard (Chard)",,LIB,*,,,,18266,7.73%,,,"*  The Libertarian Party nominated by convention on April 24, 2010.  Convention nominees are noted with an asterisk.",
1777,Indiana,IN,5,H0IN05177 ,,Jesse C.,Trueblood,"Trueblood, Jesse C.",,IND,,,,,11218,4.75%,,,,
1780,Indiana,IN,6,H8IN02060,(I),Mike,Pence,"Pence, Mike",,REP,61381,100.00%,,,126027,66.57%,,,,
1782,Indiana,IN,6,H6IN06149,,Barry ,Welsh,"Welsh, Barry ",,DEM,17479,62.95%,,,56647,29.92%,,,,
1783,Indiana,IN,6,H6IN06024,,George Thomas,Holland,"Holland, George Thomas",,DEM,10287,37.05%,,,,,,,,
1785,Indiana,IN,6,H0IN06100,,"Talmage (T.J.), Jr.",Thompson,"Thompson, Talmage (T.J.), Jr.",,LIB,*,,,,6635,3.50%,,,"*  The Libertarian Party nominated by convention on April 24, 2010.  Convention nominees are noted with an asterisk.",
1788,Indiana,IN,7,H8IN07184,(I),Andre D.,Carson,"Carson, Andre D.",,DEM,26364,89.05%,,,86011,58.90%,,,,
1789,Indiana,IN,7,H0IN07199 ,,Bob,Kern,"Kern, Bob",,DEM,2150,7.26%,,,,,,,,
1790,Indiana,IN,7,H0IN07181 ,,Carl ,Kakasuleff,"Kakasuleff, Carl ",,DEM,737,2.49%,,,,,,,,
1791,Indiana,IN,7,H6IN07337,,Pierre Quincy,Pullins,"Pullins, Pierre Quincy",,DEM,354,1.20%,,,,,,,,
1793,Indiana,IN,7,H0IN07207 ,,Marvin B.,Scott,"Scott, Marvin B.",,REP,11193,44.34%,,,55213,37.81%,,,,
1794,Indiana,IN,7,H0IN07173,,Carlos,May,"May, Carlos",,REP,9325,36.94%,,,,,,,,
1795,Indiana,IN,7,H8IN07150,,Wayne E.,Harmon,"Harmon, Wayne E.",,REP,4728,18.73%,,,,,,,,
1797,Indiana,IN,7,H0IN07215 ,,Dav,Wilson,"Wilson, Dav",,LIB,*,,,,4815,3.30%,,,"*  The Libertarian Party nominated by convention on April 24, 2010.  Convention nominees are noted with an asterisk.",
1800,Indiana,IN,8,H0IN08114,,Larry D. ,Bucshon,"Bucshon, Larry D. ",,REP,16262,32.74%,,,116759,57.44%,,,,
1801,Indiana,IN,8,H0IN08108,,Kristi ,Risk,"Risk, Kristi ",,REP,14273,28.73%,,,,,,,,
1802,Indiana,IN,8,H0IN08189,,John Lee,Smith,"Smith, John Lee",,REP,4715,9.49%,,,,,,,,
1803,Indiana,IN,8,H0IN08106,,Dan ,Stockton,"Stockton, Dan ",,REP,4697,9.46%,,,,,,,,
1804,Indiana,IN,8,H0IN08205,,Steve,Westell,"Westell, Steve",,REP,4324,8.70%,,,,,,,,
1805,Indiana,IN,8,H0IN08197 ,,John K.,Snyder,"Snyder, John K.",,REP,2523,5.08%,,,,,,,,
1806,Indiana,IN,8,H0IN08171,,Bud,Bernitt,"Bernitt, Bud",,REP,1469,2.96%,,,,,,,,
1807,Indiana,IN,8,H0IN08122,,Billy J. ,Mahoney,"Mahoney, Billy J. ",,REP,1410,2.84%,,,,,,,,
1809,Indiana,IN,8,H0IN08163 ,,W. Trent,VanHaaften,"VanHaaften, W. Trent",,DEM,31685,100.00%,,,76265,37.52%,,,,
1811,Indiana,IN,8,H0IN08130,,John ,Cunningham,"Cunningham, John ",,LIB,*,,,,10240,5.04%,,,"*  The Libertarian Party nominated by convention on April 24, 2010.  Convention nominees are noted with an asterisk.",
1814,Indiana,IN,9,H0IN09070,,Todd,Young,"Young, Todd",,REP,19141,34.57%,,,118040,52.34%,,,,
1815,Indiana,IN,9,H0IN09088,,Travis ,Hankins,"Hankins, Travis ",,REP,17909,32.34%,,,,,,,,
1816,Indiana,IN,9,H2IN09084,,Mike ,Sodrel,"Sodrel, Mike ",,REP,16868,30.46%,,,,,,,,
1817,Indiana,IN,9,H0IN09120,,Rick ,Warren,"Warren, Rick ",,REP,1453,2.62%,,,,,,,,
1819,Indiana,IN,9,H8IN09032,(I),Baron P.,Hill,"Hill, Baron P.",,DEM,37493,69.58%,,,95353,42.28%,,,,
1820,Indiana,IN,9,H8IN09065,,John R.,Bottorff,"Bottorff, John R.",,DEM,7628,14.16%,,,,,,,,
1821,Indiana,IN,9,H0IN09112,,Carol,Johnson-Smith,"Johnson-Smith, Carol",,DEM,4679,8.68%,,,,,,,,
1822,Indiana,IN,9,H0IN09104,,"James R., Jr.",McClure,"McClure, James R., Jr.",,DEM,2399,4.45%,,,,,,,,
1823,Indiana,IN,9,H0IN09039,,Lendall B.,Terry,"Terry, Lendall B.",,DEM,1685,3.13%,,,,,,,,
1825,Indiana,IN,9,H0IN09138,,"Greg ""No Bull""",Knott,"Knott, Greg ""No Bull""",,LIB,*,,,,12070,5.35%,,,"*  The Libertarian Party nominated by convention on April 24, 2010.  Convention nominees are noted with an asterisk.",
1826,Indiana,IN,9,H0IN09146,,Jerry R.,Lucas,"Lucas, Jerry R.",,W,,,,,69,0.03%,,,,
1842,Iowa,IA,1,H6IA01098,(I),Bruce,Braley,"Braley, Bruce",,DEM,12316,99.43%,,,104428,49.51%,,,,
1843,Iowa,IA,1,n/a,,,Scattered,Scattered,,W(DEM),70,0.57%,,,,,,,,
1845,Iowa,IA,1,H0IA01109,,Benjamin M.,Lange,"Lange, Benjamin M.",,REP,14048,52.78%,,,100219,47.52%,,,,
1846,Iowa,IA,1,H0IA01133,,Will,Johnson,"Johnson, Will",,REP,6067,22.80%,,,,,,,,
1847,Iowa,IA,1,H0IA01109,,James R.,Budde,"Budde, James R.",,REP,3347,12.58%,,,,,,,,
1848,Iowa,IA,1,H0IA01125,,Mike,LaCoste,"LaCoste, Mike",,REP,3076,11.56%,,,,,,,,
1849,Iowa,IA,1,n/a,,,Scattered,Scattered,,W(REP),77,0.29%,,,,,,,,
1851,Iowa,IA,1,H0IA01158,,Rob J.,Petsche,"Petsche, Rob J.",,LIB,,,,,4087,1.94%,,,,
1852,Iowa,IA,1,H0IA01166 ,,Jason A. ,Faulkner,"Faulkner, Jason A. ",,NP,,,,,2092,0.99%,,,,
1853,Iowa,IA,1,n/a,,,Scattered,Scattered,,W,,,,,76,0.04%,,,,
1856,Iowa,IA,2,H6IA02146,(I),Dave ,Loebsack,"Loebsack, Dave ",,DEM,13324,99.12%,,,115839,50.99%,,,,
1857,Iowa,IA,2,n/a,,,Scattered,Scattered,,W(DEM),118,0.88%,,,,,,,,
1859,Iowa,IA,2,H8IA02043,,Mariannette,Miller-Meeks,"Miller-Meeks, Mariannette",,REP,18830,50.69%,,,104319,45.92%,,,,
1860,Iowa,IA,2,H0IA02099,,Steven R. ,Rathje,"Rathje, Steven R. ",,REP,8155,21.95%,,,,,,,,
1861,Iowa,IA,2,H0IA02081,,Christopher ,Reed,"Reed, Christopher ",,REP,5365,14.44%,,,,,,,,
1862,Iowa,IA,2,H0IA01098,,Rob,Gettemy,"Gettemy, Rob",,REP,4749,12.78%,,,,,,,,
1863,Iowa,IA,2,n/a,,,Scattered,Scattered,,W(REP),47,0.13%,,,,,,,,
1865,Iowa,IA,2,H0IA02107,,Gary ,Sicard,"Sicard, Gary ",,LIB,,,,,4356,1.92%,,,,
1866,Iowa,IA,2,H0IA02123,,Jon,Tack,"Tack, Jon",,CON,,,,,2463,1.08%,,,,
1867,Iowa,IA,2,n/a,,,Scattered,Scattered,,W,,,,,198,0.09%,,,,
1870,Iowa,IA,3,H6IA03144,(I),Leonard L. ,Boswell,"Boswell, Leonard L. ",,DEM,13107,97.49%,,,122147,50.73%,,,,
1871,Iowa,IA,3,n/a,,,Scattered,Scattered,,W(DEM),338,2.51%,,,,,,,,
1873,Iowa,IA,3,H0IA03139,,Brad ,Zaun,"Zaun, Brad ",,REP,19469,42.12%,,,111925,46.49%,,,,
1874,Iowa,IA,3,H0IA03121,,Jim,Gibbons,"Gibbons, Jim",,REP,13022,28.17%,,,,,,,,
1875,Iowa,IA,3,H0IA03113,,Dave,Funk,"Funk, Dave",,REP,9989,21.61%,,,,,,,,
1876,Iowa,IA,3,H0IA03147,,Mark R. ,Rees,"Rees, Mark R. ",,REP,1981,4.29%,,,,,,,,
1877,Iowa,IA,3,H0IA03154,,Pat ,Bertroche,"Bertroche, Pat ",,REP,690,1.49%,,,,,,,,
1878,Iowa,IA,3,H0IA03162,,Jason Lee,Welch,"Welch, Jason Lee",,REP,572,1.24%,,,,,,,,
1879,Iowa,IA,3,H0IA03170,,Scott G.,Batcher,"Batcher, Scott G.",,REP,464,1.00%,,,,,,,,
1880,Iowa,IA,3,n/a,,,Scattered,Scattered,,W(REP),36,0.08%,,,,,,,,
1882,Iowa,IA,3,H0IA03188,,Rebecca ,Williamson,"Williamson, Rebecca ",,SWP,,,,,6258,2.60%,,,,
1883,Iowa,IA,3,n/a,,,Scattered,Scattered,,W,,,,,426,0.18%,,,,
1886,Iowa,IA,4,H4IA05102,(I),Tom ,Latham,"Latham, Tom ",,REP,42605,99.38%,,,152588,65.62%,,,,
1887,Iowa,IA,4,n/a,,,Scattered,Scattered,,W(REP),267,0.62%,,,,,,,,
1889,Iowa,IA,4,H0IA04095,,Bill ,Maske,"Maske, Bill ",,DEM,11374,99.54%,,,74300,31.95%,,,,
1890,Iowa,IA,4,n/a,,,Scattered,Scattered,,W(DEM),53,0.46%,,,,,,,,
1892,Iowa,IA,4,H0IA04103 ,,Dan ,Lensing,"Lensing, Dan ",,NP,,,,,5499,2.36%,,,,
1893,Iowa,IA,4,n/a,,,Scattered,Scattered,,W,,,,,132,0.06%,,,,
1896,Iowa,IA,5,H2IA05072,(I),Steve  ,King,"King, Steve  ",,REP,47117,99.22%,,,128363,65.75%,,,,
1897,Iowa,IA,5,n/a,,,Scattered,Scattered,,W(REP),370,0.78%,,,,,,,,
1899,Iowa,IA,5,H0IA05092,,Matthew ,Campbell,"Campbell, Matthew ",,DEM,7119,75.69%,,,63160,32.35%,,,,
1900,Iowa,IA,5,H0IA05084,,Mike  ,Denklau,"Denklau, Mike  ",,DEM,2261,24.04%,,,,,,,,
1901,Iowa,IA,5,n/a,,,Scattered,Scattered,,W(DEM),26,0.28%,,,,,,,,
1903,Iowa,IA,5,H0IA05100,,Martin James,Monroe,"Monroe, Martin James",,NP,,,,,3622,1.86%,,,,
1904,Iowa,IA,5,n/a,,,Scattered,Scattered,,W,,,,,94,0.05%,,,,
1920,Kansas,KS,1,H6KS01146,,Tim ,Huelskamp,"Huelskamp, Tim ",,REP ,34819,34.82%,,,142281,73.76%,,,,
1921,Kansas,KS,1,H0KS01131,,Jim ,Barnett,"Barnett, Jim ",,REP ,25047,25.05%,,,,,,,,
1922,Kansas,KS,1,H0KS01123,,Tracey ,Mann,"Mann, Tracey ",,REP ,21161,21.16%,,,,,,,,
1923,Kansas,KS,1,H0KS01099,,Rob ,Wasinger,"Wasinger, Rob ",,REP ,9296,9.30%,,,,,,,,
1924,Kansas,KS,1,H0KS01115,,Sue (Holloway) ,Boldra,"Boldra, Sue (Holloway) ",,REP ,7892,7.89%,,,,,,,,
1925,Kansas,KS,1,H0KS01164,,Marck ,Cobb,"Cobb, Marck ",,REP ,1768,1.77%,,,,,,,,
1927,Kansas,KS,1,H0KS01156,,Alan ,Jilka,"Jilka, Alan ",,DEM ,15399,100.00%,,,44068,22.85%,,,,
1929,Kansas,KS,1,H0KS01081,,Jack ,Warner,"Warner, Jack ",,LIB,*,,,,6537,3.39%,,,"* The Libertarian Party nominated by convention on April 24, 2010, and the Reform Party nominated by convention on May 29, 2010.  Convention nominees are noted with an asterisk.",
1932,Kansas,KS,2,H8KS02090,(I),Lynn ,Jenkins,"Jenkins, Lynn ",,REP ,41458,57.15%,,,130034,63.13%,,,,
1933,Kansas,KS,2,H0KS02121,,Dennis ,Pyle,"Pyle, Dennis ",,REP ,31085,42.85%,,,,,,,,
1935,Kansas,KS,2,H0KS02154,,Cheryl ,Hudspeth,"Hudspeth, Cheryl ",,DEM ,10030,44.19%,,,66588,32.33%,,,,
1936,Kansas,KS,2,H0KS02147,,Thomas ,Koch,"Koch, Thomas ",,DEM ,8086,35.63%,,,,,,,,
1937,Kansas,KS,2,H0KS02162,,Sean ,Tevis,"Tevis, Sean ",,DEM ,4579,20.18%,,,,,,,,
1939,Kansas,KS,2,H8KS02108,,Robert ,Garrard,"Garrard, Robert ",,LIB,*,,,,9353,4.54%,,,"* The Libertarian Party nominated by convention on April 24, 2010, and the Reform Party nominated by convention on May 29, 2010.  Convention nominees are noted with an asterisk.",
1942,Kansas,KS,3,H0KS03137,,Kevin ,Yoder,"Yoder, Kevin ",,REP ,32210,44.42%,,,136246,58.40%,,,,
1943,Kansas,KS,3,H4KS03113,,Patricia ,Lightner,"Lightner, Patricia ",,REP ,26695,36.82%,,,,,,,,
1944,Kansas,KS,3,H0KS03145,,Craig ,McPherson,"McPherson, Craig ",,REP ,2664,3.67%,,,,,,,,
1945,Kansas,KS,3,H0KS03111,,Dan ,Gilyeat,"Gilyeat, Dan ",,REP ,2581,3.56%,,,,,,,,
1946,Kansas,KS,3,H0KS03194,,Jerry M. ,Malone,"Malone, Jerry M. ",,REP ,2099,2.89%,,,,,,,,
1947,Kansas,KS,3,H0KS03210,,Jean Ann ,Uvodich,"Uvodich, Jean Ann ",,REP ,1934,2.67%,,,,,,,,
1948,Kansas,KS,3,H0KS03202,,Garry R. ,Klotz,"Klotz, Garry R. ",,REP ,1873,2.58%,,,,,,,,
1949,Kansas,KS,3,H0KS03103,,John Timothy (Rez),Rysavy,"Rysavy, John Timothy (Rez)",,REP ,1633,2.25%,,,,,,,,
1950,Kansas,KS,3,H0KS03160,,Dave ,King,"King, Dave ",,REP ,820,1.13%,,,,,,,,
1952,Kansas,KS,3,H0KS03186,,Stephene ,Moore,"Moore, Stephene ",,DEM ,16756,78.06%,,,90193,38.66%,,,,
1953,Kansas,KS,3,H6KS03175,,Thomas ,Scherer,"Scherer, Thomas ",,DEM ,4709,21.94%,,,,,,,,
1955,Kansas,KS,3,H0KS03178,,Jasmin ,Talbert,"Talbert, Jasmin ",,LIB,*,,,,6846,2.93%,,,"* The Libertarian Party nominated by convention on April 24, 2010, and the Reform Party nominated by convention on May 29, 2010.  Convention nominees are noted with an asterisk.",
1958,Kansas,KS,4,H0KS04051,,Mike ,Pompeo,"Pompeo, Mike ",,REP ,31180,38.72%,,,119575,58.79%,,,,
1959,Kansas,KS,4,H0KS04085,,Jean Kurtis,Schodorf,"Schodorf, Jean Kurtis",,REP ,19099,23.72%,,,,,,,,
1960,Kansas,KS,4,H0KS04093,,Wink ,Hartman,"Hartman, Wink ",,REP ,18365,22.80%,,,,,,,,
1961,Kansas,KS,4,H0KS04069,,Jim ,Anderson,"Anderson, Jim ",,REP ,10294,12.78%,,,,,,,,
1962,Kansas,KS,4,H0KS04119,,Paij ,Rutschman,"Rutschman, Paij ",,REP ,1596,1.98%,,,,,,,,
1964,Kansas,KS,4,H0KS04077,,Raj ,Goyle,"Goyle, Raj ",,DEM ,17146,79.73%,,,74143,36.45%,,,,
1965,Kansas,KS,4,H0KS04101,,Robert ,Tillman,"Tillman, Robert ",,DEM ,4358,20.27%,,,,,,,,
1967,Kansas,KS,4,H8KS04070,,Susan G. ,Ducey,"Ducey, Susan G. ",,REF,*,,,,5041,2.48%,,,"* The Libertarian Party nominated by convention on April 24, 2010, and the Reform Party nominated by convention on May 29, 2010.  Convention nominees are noted with an asterisk.",
1968,Kansas,KS,4,H0KS04135,,Shawn,Smith,"Smith, Shawn",,LIB,*,,,,4624,2.27%,,,"* The Libertarian Party nominated by convention on April 24, 2010, and the Reform Party nominated by convention on May 29, 2010.  Convention nominees are noted with an asterisk.",
1987,Kentucky,KY,1,HKY01040,(I),Edward ,Whitfield,"Whitfield, Edward ",,REP,Unopposed,,,,153840,71.25%,,,,
1988,Kentucky,KY,1,H4KY01016,,Charles Kendall,Hatchett,"Hatchett, Charles Kendall",,DEM,Unopposed,,,,62090,28.75%,,,,
1991,Kentucky,KY,2,H8KY02031,(I),S. Brett,Guthrie,"Guthrie, S. Brett",,REP,Unopposed,,,,155906,67.89%,,,,
1992,Kentucky,KY,2,H0KY02087,,Ed,Marksberry,"Marksberry, Ed",,DEM,Unopposed,,,,73749,32.11%,,,,
1995,Kentucky,KY,3,H6KY03124,(I),John,Yarmuth,"Yarmuth, John",,DEM,Unopposed,,,,139940,54.68%,,,,
1996,Kentucky,KY,3,H0KY03184,,Todd,Lally,"Lally, Todd",,REP,22048,51.90%,,,112627,44.01%,,,,
1997,Kentucky,KY,3,H0KY03192,,Larry,Hausman,"Hausman, Larry",,REP,10674,25.12%,,,,,,,,
1998,Kentucky,KY,3,H0KY03200,,Jeff,Reetz,"Reetz, Jeff",,REP,7167,16.87%,,,,,,,,
1999,Kentucky,KY,3,H0KY03226,,Brooks,Wicker,"Wicker, Brooks",,REP,2595,6.11%,,,,,,,,
2001,Kentucky,KY,3,H8KY03179,,Edward A.,Martin,"Martin, Edward A.",,LIB,,,,,2029,0.79%,,,,
2002,Kentucky,KY,3,H0KY03234,,Michael D.,Hansen,"Hansen, Michael D.",,IND,,,,,1334,0.52%,,,,
2005,Kentucky,KY,4,H2KY04071,(I),Geoff,Davis,"Davis, Geoff",,REP,Unopposed,,,,151813,69.48%,,,,
2006,Kentucky,KY,4,H0KY04109,,John,Waltz,"Waltz, John",,DEM,Unopposed,,,,66694,30.52%,,,,
2009,Kentucky,KY,5,H0KY05015,(I),"Harold ""Hal""",Rogers,"Rogers, Harold ""Hal""",,REP,Unopposed,,,,151019,77.42%,,,,
2010,Kentucky,KY,5,H8KY05042,,"James E. ""Jim""",Holbert,"Holbert, James E. ""Jim""",,DEM,27552,41.00%,,,44034,22.58%,,,,
2011,Kentucky,KY,5,H6KY05111,,Kenneth,Stepp,"Stepp, Kenneth",,DEM,23322,34.70%,,,,,,,,
2012,Kentucky,KY,5,H0KY05130,,David,Prince,"Prince, David",,DEM,16332,24.30%,,,,,,,,
2016,Kentucky,KY,6,H4KY06072,(I),Ben,Chandler,"Chandler, Ben",,DEM,Unopposed,,,,119812,50.08%,,,,
2017,Kentucky,KY,6,H0KY06104,,"Garland ""Andy""",Barr,"Barr, Garland ""Andy""",,REP,31255,63.93%,,,119164,49.81%,,,,
2018,Kentucky,KY,6,H0KY06112,,Mike,Templeman,"Templeman, Mike",,REP,4789,9.80%,,,,,,,,
2019,Kentucky,KY,6,H0KY06096,,Matt,Lockett,"Lockett, Matt",,REP,4070,8.33%,,,,,,,,
2020,Kentucky,KY,6,H0KY06138,,"John T., III",Kemper,"Kemper, John T., III",,REP,3454,7.07%,,,,,,,,
2021,Kentucky,KY,6,H0KY06146,,George,Pendergrass,"Pendergrass, George",,REP,3438,7.03%,,,,,,,,
2022,Kentucky,KY,6,H0KY06120,,Perry Wilson,Barnes,"Barnes, Perry Wilson",,REP,1880,3.85%,,,,,,,,
2024,Kentucky,KY,6,H0KY06153,,C. Wes,Collins,"Collins, C. Wes",,W,,,,,225,0.09%,,,,
2025,Kentucky,KY,6,H0KY06161,,Randolph S.,Vance,"Vance, Randolph S.",,W,,,,,22,0.01%,,,,
2046,Louisiana,LA,1,H0LA01087,(I),"""Steve""",Scalise,"Scalise, ""Steve""",,REP,Unopposed,,,,157182,78.52%,,,,
2047,Louisiana,LA,1,H0LA01178 ,,Myron ,Katz,"Katz, Myron ",,DEM,Unopposed,,,,38416,19.19%,,,,
2048,Louisiana,LA,1,H0LA01186,,Arden,Wells,"Wells, Arden",,OTH,,,,,4578,2.29%,,,,
2051,Louisiana,LA,2,H8LA02054,,Cedric,Richmond,"Richmond, Cedric",,DEM,14678,60.50%,,,83705,64.59%,,,,
2052,Louisiana,LA,2,H0LA02168,,Juan ,LaFonta,"LaFonta, Juan ",,DEM,5171,21.31%,,,,,,,,
2053,Louisiana,LA,2,H0LA02176,,Eugene,Green,"Green, Eugene",,DEM,2500,10.30%,,,,,,,,
2054,Louisiana,LA,2,H0LA02192,,Gary ,Johnson,"Johnson, Gary ",,DEM,1914,7.89%,,,,,,,,
2056,Louisiana,LA,2,H8LA02110,(I),"""Joseph""",Cao,"Cao, ""Joseph""",,REP,Unopposed,,,,43378,33.47%,,,,
2057,Louisiana,LA,2,H0LA02218 ,,Anthony ,Marquize,"Marquize, Anthony ",,OTH,,,,,1876,1.45%,,,,
2058,Louisiana,LA,2,H0LA02226,,"""Jack"" ",Radosta,"Radosta, ""Jack"" ",,OTH,,,,,645,0.50%,,,,
2061,Louisiana,LA,3,H0LA03141,,"""Jeff"" ",Landry,"Landry, ""Jeff"" ",,REP,10396,49.62%,19657,65.08%,108963,63.77%,,,,
2062,Louisiana,LA,3,H0LA03174,,"""Hunt""",Downer,"Downer, ""Hunt""",,REP,7570,36.13%,10549,34.92%,,,,,,
2063,Louisiana,LA,3,H0LA03125,,Kristian,Magar,"Magar, Kristian",,REP,2987,14.26%,,,,,,,,
2065,Louisiana,LA,3,H0LA03133,,Ravi,Sangisetty,"Sangisetty, Ravi",,DEM,Unopposed,,,,61914,36.23%,,,,
2068,Louisiana,LA,4,H8LA04225,(I),John,Fleming,"Fleming, John",,REP,Unopposed,,,,105223,62.34%,,,,
2069,Louisiana,LA,4,H0LA04073,,David ,Melville,"Melville, David ",,DEM,10145,81.10%,,,54609,32.35%,,,,
2070,Louisiana,LA,4,H0LA04225,,Steven Jude,Gavi,"Gavi, Steven Jude",,DEM,2365,18.90%,,,,,,,,
2072,Louisiana,LA,4,H6LA04054,,Artis ,Cash,"Cash, Artis ",,NPA,,,,,8962,5.31%,,,,
2075,Louisiana,LA,5,H2LA05084,(I),Rodney ,Alexander,"Alexander, Rodney ",,REP,14031,88.94%,,,122033,78.57%,,,,
2076,Louisiana,LA,5,H0LA05054 ,,Todd,Slavant,"Slavant, Todd",,REP,1744,11.06%,,,,,,,,
2078,Louisiana,LA,5,H0LA05062,,"""Tom,"" Jr.",Gibbs,"Gibbs, ""Tom,"" Jr.",,NPA,,,,,33279,21.43%,,,,
2081,Louisiana,LA,6,H8LA00017,(I),"William ""Bill""",Cassidy,"Cassidy, William ""Bill""",,REP,Unopposed,,,,138607,65.63%,,,,
2082,Louisiana,LA,6,H0LA06045,,"Merritt E., Sr.",McDonald,"McDonald, Merritt E., Sr.",,DEM,Unopposed,,,,72577,34.37%,,,,
2085,Louisiana,LA,7,H4LA07029,(I),"Charles W., Jr.",Boustany,"Boustany, Charles W., Jr.",,REP,Unopposed,,,,Unopposed,,,,,
2112,Maine,ME,1,H8ME01120,(I),Chellie,Pingree,"Pingree, Chellie",,DEM,57799,100.00%,,,169114,56.82%,,,,
2114,Maine,ME,1,H8ME01179,,Dean Peter,Scontras,"Scontras, Dean Peter",,REP,44440,100.00%,,,128501,43.17%,,,,
2116,Maine,ME,1,H0ME01093,,Walter,Horton,"Horton, Walter",,W,,,,,20,0.01%,,,,
2117,Maine,ME,1,H0ME01101,,Alan,Lowberg,"Lowberg, Alan",,W,,,,,22,0.01%,,,,
2120,Maine,ME,2,H2ME02097,(I),Michael H.,Michaud,"Michaud, Michael H.",,DEM,45628,100.00%,,,147042,55.13%,,,,
2122,Maine,ME,2,H0ME02059,,Jason J.,Levesque,"Levesque, Jason J.",,REP,42454,100.00%,,,119669,44.87%,,,,
2127,Maryland,MD,1,H8MD01094,,Andy,Harris,"Harris, Andy",,REP,46227,67.35%,,,155118,54.08%,,,,
2128,Maryland,MD,1,H0MD01174,,Rob,Fisher,"Fisher, Rob",,REP,22409,32.65%,,,,,,,,
2130,Maryland,MD,1,H8MD01086,(I),"Frank M., Jr.",Kratovil,"Kratovil, Frank M., Jr.",,DEM,42762,100.00%,,,120400,41.98%,,,,
2132,Maryland,MD,1,H8MD01169,,Richard James,Davis,"Davis, Richard James",,LIB,*,,,,10876,3.79%,,,"* The Libertarian Party nominated two candidates (Davis and Gaztanaga) at a special central committee meeting on June 28, 2009, and the other party nominees by convention on March 13, 2010.  The Constitution Party nominated by caucus on July 17, 2010.  Convention nominees are noted with an asterisk.",
2133,Maryland,MD,1,n/a,,,Scattered,Scattered,,W,,,,,242,0.08%,,,,
2134,Maryland,MD,1,H0MD01182,,Jack N.,Wilson,"Wilson, Jack N.",,W,,,,,158,0.06%,,,,
2135,Maryland,MD,1,H0MD01208,,Michael,Kennedy,"Kennedy, Michael",,W,,,,,18,0.01%,,,,
